date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:22:03	41499/41499	---M--	200	added ('OK')	image/png	etag:W/%22a21b-17d7f455918%22	https://www.icmarkets.com/assets/img/single_market_page/mt-macos-facts-bg.png	C:/Users/Kenny%20Power/Desktop/IC%20Markets%20Homepage/IC%20markets%20Homepage/www.icmarkets.com/assets/img/single_market_page/mt-macos-facts-bg.png	(from https://www.icmarkets.com/css/pages/metatrader-mac.css?ad424685232b6b71e7237a3a676ab602)
21:22:03	65161/65161	---M--	200	added ('OK')	image/jpeg	etag:W/%22fe89-17d7f455918%22	https://www.icmarkets.com/assets/img/single_market_page/ctrader-web-banner.jpg	C:/Users/Kenny%20Power/Desktop/IC%20Markets%20Homepage/IC%20markets%20Homepage/www.icmarkets.com/assets/img/single_market_page/ctrader-web-banner.jpg	(from https://www.icmarkets.com/css/pages/ctrader-web.css?717ae510c098205c1b3cacc925f4edb8)
21:22:04	60597/60597	---M--	200	added ('OK')	image/png	etag:W/%22ecb5-17d7f455918%22	https://www.icmarkets.com/assets/img/single_market_page/ctrader-web-img.png	C:/Users/Kenny%20Power/Desktop/IC%20Markets%20Homepage/IC%20markets%20Homepage/www.icmarkets.com/assets/img/single_market_page/ctrader-web-img.png	(from https://www.icmarkets.com/css/pages/ctrader-web.css?717ae510c098205c1b3cacc925f4edb8)
21:22:04	153591/153591	---M--	200	added ('OK')	image/png	etag:W/%22257f7-17d7f455918%22	https://www.icmarkets.com/assets/img/single_market_page/ctrader-web-btm-cta-bg.png	C:/Users/Kenny%20Power/Desktop/IC%20Markets%20Homepage/IC%20markets%20Homepage/www.icmarkets.com/assets/img/single_market_page/ctrader-web-btm-cta-bg.png	(from https://www.icmarkets.com/css/pages/ctrader-web.css?717ae510c098205c1b3cacc925f4edb8)
21:22:05	41499/41499	---M--	200	added ('OK')	image/png	etag:W/%22a21b-17d7f455918%22	https://www.icmarkets.com/assets/img/single_market_page/ctrader-web-facts-bg.png	C:/Users/Kenny%20Power/Desktop/IC%20Markets%20Homepage/IC%20markets%20Homepage/www.icmarkets.com/assets/img/single_market_page/ctrader-web-facts-bg.png	(from https://www.icmarkets.com/css/pages/ctrader-web.css?717ae510c098205c1b3cacc925f4edb8)
21:22:05	51304/51304	---M--	200	added ('OK')	image/jpeg	etag:W/%22c868-17d7f455918%22	https://www.icmarkets.com/assets/img/single_market_page/ctrader-iphone-banner.jpg	C:/Users/Kenny%20Power/Desktop/IC%20Markets%20Homepage/IC%20markets%20Homepage/www.icmarkets.com/assets/img/single_market_page/ctrader-iphone-banner.jpg	(from https://www.icmarkets.com/css/pages/ctrader-iphone.css?b0098cdfd58ed6075831ce17a80db47f)
21:22:05	36145/36145	---M--	200	added ('OK')	image/png	etag:W/%228d31-17d7f455918%22	https://www.icmarkets.com/assets/img/single_market_page/ctrader-iphone-img.png	C:/Users/Kenny%20Power/Desktop/IC%20Markets%20Homepage/IC%20markets%20Homepage/www.icmarkets.com/assets/img/single_market_page/ctrader-iphone-img.png	(from https://www.icmarkets.com/css/pages/ctrader-iphone.css?b0098cdfd58ed6075831ce17a80db47f)
21:22:08	41499/41499	---M--	200	added ('OK')	image/png	etag:W/%22a21b-17d7f455918%22	https://www.icmarkets.com/assets/img/single_market_page/ctrader-iphone-facts-img.png	C:/Users/Kenny%20Power/Desktop/IC%20Markets%20Homepage/IC%20markets%20Homepage/www.icmarkets.com/assets/img/single_market_page/ctrader-iphone-facts-img.png	(from https://www.icmarkets.com/css/pages/ctrader-iphone.css?b0098cdfd58ed6075831ce17a80db47f)
21:22:10	153591/153591	---M--	200	added ('OK')	image/png	etag:W/%22257f7-17d7f455918%22	https://www.icmarkets.com/assets/img/single_market_page/mt-ios-btm-bg.png	C:/Users/Kenny%20Power/Desktop/IC%20Markets%20Homepage/IC%20markets%20Homepage/www.icmarkets.com/assets/img/single_market_page/mt-ios-btm-bg.png	(from https://www.icmarkets.com/css/pages/metatrader-iphone.css?f7a22b03f2a309bef942a8876866ecd9)
21:22:10	30121/30121	---M--	200	added ('OK')	image/jpeg	etag:W/%2275a9-17d7f455918%22	https://www.icmarkets.com/assets/img/single_market_page/ctrader-android-banner.jpg	C:/Users/Kenny%20Power/Desktop/IC%20Markets%20Homepage/IC%20markets%20Homepage/www.icmarkets.com/assets/img/single_market_page/ctrader-android-banner.jpg	(from https://www.icmarkets.com/css/pages/ctrader-android.css?6ba2da86fc92bf3c3b200c4e387f5b12)
21:22:10	35582/35582	---M--	200	added ('OK')	image/png	etag:W/%228afe-17d7f455918%22	https://www.icmarkets.com/assets/img/single_market_page/ctrader-android-img.png	C:/Users/Kenny%20Power/Desktop/IC%20Markets%20Homepage/IC%20markets%20Homepage/www.icmarkets.com/assets/img/single_market_page/ctrader-android-img.png	(from https://www.icmarkets.com/css/pages/ctrader-android.css?6ba2da86fc92bf3c3b200c4e387f5b12)
21:22:11	41499/41499	---M--	200	added ('OK')	image/png	etag:W/%22a21b-17d7f455918%22	https://www.icmarkets.com/assets/img/single_market_page/ctrader-android-facts-img.png	C:/Users/Kenny%20Power/Desktop/IC%20Markets%20Homepage/IC%20markets%20Homepage/www.icmarkets.com/assets/img/single_market_page/ctrader-android-facts-img.png	(from https://www.icmarkets.com/css/pages/ctrader-android.css?6ba2da86fc92bf3c3b200c4e387f5b12)
21:22:12	153591/153591	---M--	200	added ('OK')	image/png	etag:W/%22257f7-17d7f455918%22	https://www.icmarkets.com/assets/img/single_market_page/ctrader-android-btm-cta-bg.png	C:/Users/Kenny%20Power/Desktop/IC%20Markets%20Homepage/IC%20markets%20Homepage/www.icmarkets.com/assets/img/single_market_page/ctrader-android-btm-cta-bg.png	(from https://www.icmarkets.com/css/pages/ctrader-android.css?6ba2da86fc92bf3c3b200c4e387f5b12)
21:22:12	65161/65161	---M--	200	added ('OK')	image/jpeg	etag:W/%22fe89-17d7f455918%22	https://www.icmarkets.com/assets/img/single_market_page/ctrader-calgo-banner.jpg	C:/Users/Kenny%20Power/Desktop/IC%20Markets%20Homepage/IC%20markets%20Homepage/www.icmarkets.com/assets/img/single_market_page/ctrader-calgo-banner.jpg	(from https://www.icmarkets.com/css/pages/calgo.css?5822b20c912670ff644d069f647e64f1)
21:22:12	13226/13226	---M--	200	added ('OK')	image/png	etag:W/%2233aa-17d7f455918%22	https://www.icmarkets.com/assets/img/single_market_page/download-calgo.png	C:/Users/Kenny%20Power/Desktop/IC%20Markets%20Homepage/IC%20markets%20Homepage/www.icmarkets.com/assets/img/single_market_page/download-calgo.png	(from https://www.icmarkets.com/css/pages/calgo.css?5822b20c912670ff644d069f647e64f1)
21:22:13	153591/153591	---M--	200	added ('OK')	image/png	etag:W/%22257f7-17d7f455918%22	https://www.icmarkets.com/assets/img/single_market_page/ctrader-calgo-btm-cta-bg.png	C:/Users/Kenny%20Power/Desktop/IC%20Markets%20Homepage/IC%20markets%20Homepage/www.icmarkets.com/assets/img/single_market_page/ctrader-calgo-btm-cta-bg.png	(from https://www.icmarkets.com/css/pages/calgo.css?5822b20c912670ff644d069f647e64f1)
21:22:13	41499/41499	---M--	200	added ('OK')	image/png	etag:W/%22a21b-17d7f455918%22	https://www.icmarkets.com/assets/img/single_market_page/ctrader-calgo-facts-img.png	C:/Users/Kenny%20Power/Desktop/IC%20Markets%20Homepage/IC%20markets%20Homepage/www.icmarkets.com/assets/img/single_market_page/ctrader-calgo-facts-img.png	(from https://www.icmarkets.com/css/pages/calgo.css?5822b20c912670ff644d069f647e64f1)
21:22:14	62921/62921	---M--	200	added ('OK')	image/jpeg	etag:W/%22f5c9-17d7f455918%22	https://www.icmarkets.com/assets/img/single_market_page/mam-pamm-banner.jpg	C:/Users/Kenny%20Power/Desktop/IC%20Markets%20Homepage/IC%20markets%20Homepage/www.icmarkets.com/assets/img/single_market_page/mam-pamm-banner.jpg	(from https://www.icmarkets.com/css/pages/mam-pamm.css?cddcdc12ddb582aa65e7cec902ba38d9)
21:22:14	41499/41499	---M--	200	added ('OK')	image/png	etag:W/%22a21b-17d7f455918%22	https://www.icmarkets.com/assets/img/single_market_page/mam-pamm-facts-bg.png	C:/Users/Kenny%20Power/Desktop/IC%20Markets%20Homepage/IC%20markets%20Homepage/www.icmarkets.com/assets/img/single_market_page/mam-pamm-facts-bg.png	(from https://www.icmarkets.com/css/pages/mam-pamm.css?cddcdc12ddb582aa65e7cec902ba38d9)
21:22:14	153591/153591	---M--	200	added ('OK')	image/png	etag:W/%22257f7-17d7f455918%22	https://www.icmarkets.com/assets/img/single_market_page/mam-pamm-btm-bg.png	C:/Users/Kenny%20Power/Desktop/IC%20Markets%20Homepage/IC%20markets%20Homepage/www.icmarkets.com/assets/img/single_market_page/mam-pamm-btm-bg.png	(from https://www.icmarkets.com/css/pages/mam-pamm.css?cddcdc12ddb582aa65e7cec902ba38d9)
21:22:15	27377/27377	---M--	200	added ('OK')	image/png	etag:W/%226af1-17d7f455918%22	https://www.icmarkets.com/assets/img/single_market_page/virtual-private-server-imgcn.png	C:/Users/Kenny%20Power/Desktop/IC%20Markets%20Homepage/IC%20markets%20Homepage/www.icmarkets.com/assets/img/single_market_page/virtual-private-server-imgcn.png	(from https://www.icmarkets.com/css/pages/virtual-private-server.css?008ebac9f0b8b4a5ef0f8092556dae83)
